flow_duration,Header_Length,Protocol Type,Duration,Rate,Srate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,TCP,UDP,ARP,ICMP,IPv,LLC,Tot sum,Min,Max,AVG,Std,Tot size,IAT,Number,Magnitue,Radius,Covariance,Variance,Weight
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,322,46,46,46.0,0.0,46,9.059906005859375e-06,7,9.591663046625438,0.0,0.0,0,49
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,368,46,46,46.0,0.0,46,4.792213439941406e-05,8,9.591663046625438,0.0,0.0,0,64
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,414,46,46,46.0,0.0,46,8.106231689453125e-06,9,9.591663046625438,0.0,0.0,0,81
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,460,46,46,46.0,0.0,46,4.887580871582031e-05,10,9.591663046625438,0.0,0.0,0,100
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,506,46,46,46.0,0.0,46,8.106231689453125e-06,11,9.591663046625438,0.0,0.0,0,121
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,552,46,46,46.0,0.0,46,4.696846008300781e-05,12,9.591663046625438,0.0,0.0,0,144
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,598,46,46,46.0,0.0,46,8.106231689453125e-06,13,9.591663046625438,0.0,0.0,0,169
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,644,46,46,46.0,0.0,46,0.00017881393432617188,14,9.591663046625438,0.0,0.0,0,196
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,690,46,46,46.0,0.0,46,2.2172927856445312e-05,15,9.591663046625438,0.0,0.0,0,225
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,736,46,46,46.0,0.0,46,4.696846008300781e-05,16,9.591663046625438,0.0,0.0,0,256
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,782,46,46,46.0,0.0,46,5.0067901611328125e-06,17,9.591663046625438,0.0,0.0,0,289
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,828,46,46,46.0,0.0,46,3.1948089599609375e-05,18,9.591663046625438,0.0,0.0,0,324
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,874,46,46,46.0,0.0,46,5.0067901611328125e-06,19,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,920,46,46,46.0,0.0,46,1704504346.455003,0,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,46,46,46,46.0,0.0,46,5.0067901611328125e-06,1,9.591663046625438,0.0,0.0,0,1
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,92,46,46,46.0,0.0,46,3.0994415283203125e-05,2,9.591663046625438,0.0,0.0,0,4
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,138,46,46,46.0,0.0,46,5.0067901611328125e-06,3,9.591663046625438,0.0,0.0,0,9
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,184,46,46,46.0,0.0,46,3.0994415283203125e-05,4,9.591663046625438,0.0,0.0,0,16
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,230,46,46,46.0,0.0,46,5.0067901611328125e-06,5,9.591663046625438,0.0,0.0,0,25
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,276,46,46,46.0,0.0,46,3.0994415283203125e-05,6,9.591663046625438,0.0,0.0,0,36
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,322,46,46,46.0,0.0,46,4.0531158447265625e-06,7,9.591663046625438,0.0,0.0,0,49
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,368,46,46,46.0,0.0,46,3.0994415283203125e-05,8,9.591663046625438,0.0,0.0,0,64
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,414,46,46,46.0,0.0,46,5.0067901611328125e-06,9,9.591663046625438,0.0,0.0,0,81
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,460,46,46,46.0,0.0,46,3.0994415283203125e-05,10,9.591663046625438,0.0,0.0,0,100
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,506,46,46,46.0,0.0,46,5.0067901611328125e-06,11,9.591663046625438,0.0,0.0,0,121
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,552,46,46,46.0,0.0,46,2.9802322387695312e-05,12,9.591663046625438,0.0,0.0,0,144
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,598,46,46,46.0,0.0,46,5.0067901611328125e-06,13,9.591663046625438,0.0,0.0,0,169
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,644,46,46,46.0,0.0,46,3.0994415283203125e-05,14,9.591663046625438,0.0,0.0,0,196
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,690,46,46,46.0,0.0,46,5.0067901611328125e-06,15,9.591663046625438,0.0,0.0,0,225
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,736,46,46,46.0,0.0,46,3.0994415283203125e-05,16,9.591663046625438,0.0,0.0,0,256
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,782,46,46,46.0,0.0,46,1.2159347534179688e-05,17,9.591663046625438,0.0,0.0,0,289
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,828,46,46,46.0,0.0,46,3.0994415283203125e-05,18,9.591663046625438,0.0,0.0,0,324
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,874,46,46,46.0,0.0,46,5.0067901611328125e-06,19,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,920,46,46,46.0,0.0,46,1704504346.455368,0,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,46,46,46,46.0,0.0,46,5.0067901611328125e-06,1,9.591663046625438,0.0,0.0,0,1
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,92,46,46,46.0,0.0,46,3.0040740966796875e-05,2,9.591663046625438,0.0,0.0,0,4
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,138,46,46,46.0,0.0,46,5.0067901611328125e-06,3,9.591663046625438,0.0,0.0,0,9
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,184,46,46,46.0,0.0,46,2.9802322387695312e-05,4,9.591663046625438,0.0,0.0,0,16
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,230,46,46,46.0,0.0,46,5.0067901611328125e-06,5,9.591663046625438,0.0,0.0,0,25
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,276,46,46,46.0,0.0,46,3.0040740966796875e-05,6,9.591663046625438,0.0,0.0,0,36
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,322,46,46,46.0,0.0,46,5.0067901611328125e-06,7,9.591663046625438,0.0,0.0,0,49
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,368,46,46,46.0,0.0,46,3.0040740966796875e-05,8,9.591663046625438,0.0,0.0,0,64
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,414,46,46,46.0,0.0,46,5.0067901611328125e-06,9,9.591663046625438,0.0,0.0,0,81
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,460,46,46,46.0,0.0,46,3.1948089599609375e-05,10,9.591663046625438,0.0,0.0,0,100
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,506,46,46,46.0,0.0,46,5.0067901611328125e-06,11,9.591663046625438,0.0,0.0,0,121
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,552,46,46,46.0,0.0,46,3.0040740966796875e-05,12,9.591663046625438,0.0,0.0,0,144
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,598,46,46,46.0,0.0,46,5.0067901611328125e-06,13,9.591663046625438,0.0,0.0,0,169
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,644,46,46,46.0,0.0,46,3.0040740966796875e-05,14,9.591663046625438,0.0,0.0,0,196
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,690,46,46,46.0,0.0,46,5.0067901611328125e-06,15,9.591663046625438,0.0,0.0,0,225
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,736,46,46,46.0,0.0,46,3.695487976074219e-05,16,9.591663046625438,0.0,0.0,0,256
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,782,46,46,46.0,0.0,46,6.9141387939453125e-06,17,9.591663046625438,0.0,0.0,0,289
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,828,46,46,46.0,0.0,46,3.600120544433594e-05,18,9.591663046625438,0.0,0.0,0,324
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,874,46,46,46.0,0.0,46,5.9604644775390625e-06,19,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,920,46,46,46.0,0.0,46,1704504346.455742,0,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,46,46,46,46.0,0.0,46,7.152557373046875e-06,1,9.591663046625438,0.0,0.0,0,1
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,92,46,46,46.0,0.0,46,3.504753112792969e-05,2,9.591663046625438,0.0,0.0,0,4
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,138,46,46,46.0,0.0,46,6.9141387939453125e-06,3,9.591663046625438,0.0,0.0,0,9
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,184,46,46,46.0,0.0,46,3.2901763916015625e-05,4,9.591663046625438,0.0,0.0,0,16
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,230,46,46,46.0,0.0,46,5.0067901611328125e-06,5,9.591663046625438,0.0,0.0,0,25
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,276,46,46,46.0,0.0,46,3.409385681152344e-05,6,9.591663046625438,0.0,0.0,0,36
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,322,46,46,46.0,0.0,46,6.9141387939453125e-06,7,9.591663046625438,0.0,0.0,0,49
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,368,46,46,46.0,0.0,46,3.314018249511719e-05,8,9.591663046625438,0.0,0.0,0,64
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,414,46,46,46.0,0.0,46,5.0067901611328125e-06,9,9.591663046625438,0.0,0.0,0,81
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,460,46,46,46.0,0.0,46,3.1948089599609375e-05,10,9.591663046625438,0.0,0.0,0,100
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,506,46,46,46.0,0.0,46,5.9604644775390625e-06,11,9.591663046625438,0.0,0.0,0,121
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,552,46,46,46.0,0.0,46,3.409385681152344e-05,12,9.591663046625438,0.0,0.0,0,144
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,598,46,46,46.0,0.0,46,5.0067901611328125e-06,13,9.591663046625438,0.0,0.0,0,169
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,644,46,46,46.0,0.0,46,3.3855438232421875e-05,14,9.591663046625438,0.0,0.0,0,196
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,690,46,46,46.0,0.0,46,5.0067901611328125e-06,15,9.591663046625438,0.0,0.0,0,225
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,736,46,46,46.0,0.0,46,3.409385681152344e-05,16,9.591663046625438,0.0,0.0,0,256
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,782,46,46,46.0,0.0,46,5.0067901611328125e-06,17,9.591663046625438,0.0,0.0,0,289
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,828,46,46,46.0,0.0,46,3.2901763916015625e-05,18,9.591663046625438,0.0,0.0,0,324
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,874,46,46,46.0,0.0,46,5.0067901611328125e-06,19,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,920,46,46,46.0,0.0,46,1704504346.456131,0,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,46,46,46,46.0,0.0,46,5.0067901611328125e-06,1,9.591663046625438,0.0,0.0,0,1
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,92,46,46,46.0,0.0,46,4.100799560546875e-05,2,9.591663046625438,0.0,0.0,0,4
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,138,46,46,46.0,0.0,46,6.9141387939453125e-06,3,9.591663046625438,0.0,0.0,0,9
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,184,46,46,46.0,0.0,46,0.0001430511474609375,4,9.591663046625438,0.0,0.0,0,16
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,230,46,46,46.0,0.0,46,8.106231689453125e-06,5,9.591663046625438,0.0,0.0,0,25
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,276,46,46,46.0,0.0,46,4.38690185546875e-05,6,9.591663046625438,0.0,0.0,0,36
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,322,46,46,46.0,0.0,46,5.9604644775390625e-06,7,9.591663046625438,0.0,0.0,0,49
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,368,46,46,46.0,0.0,46,3.504753112792969e-05,8,9.591663046625438,0.0,0.0,0,64
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,414,46,46,46.0,0.0,46,5.9604644775390625e-06,9,9.591663046625438,0.0,0.0,0,81
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,460,46,46,46.0,0.0,46,3.409385681152344e-05,10,9.591663046625438,0.0,0.0,0,100
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,506,46,46,46.0,0.0,46,5.0067901611328125e-06,11,9.591663046625438,0.0,0.0,0,121
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,552,46,46,46.0,0.0,46,3.504753112792969e-05,12,9.591663046625438,0.0,0.0,0,144
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,598,46,46,46.0,0.0,46,6.9141387939453125e-06,13,9.591663046625438,0.0,0.0,0,169
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,644,46,46,46.0,0.0,46,3.1948089599609375e-05,14,9.591663046625438,0.0,0.0,0,196
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,690,46,46,46.0,0.0,46,5.0067901611328125e-06,15,9.591663046625438,0.0,0.0,0,225
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,736,46,46,46.0,0.0,46,3.0040740966796875e-05,16,9.591663046625438,0.0,0.0,0,256
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,782,46,46,46.0,0.0,46,5.0067901611328125e-06,17,9.591663046625438,0.0,0.0,0,289
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,828,46,46,46.0,0.0,46,3.0994415283203125e-05,18,9.591663046625438,0.0,0.0,0,324
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,874,46,46,46.0,0.0,46,5.0067901611328125e-06,19,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,920,46,46,46.0,0.0,46,1704504346.456645,0,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,46,46,46,46.0,0.0,46,5.9604644775390625e-06,1,9.591663046625438,0.0,0.0,0,1
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,92,46,46,46.0,0.0,46,3.0040740966796875e-05,2,9.591663046625438,0.0,0.0,0,4
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,138,46,46,46.0,0.0,46,5.0067901611328125e-06,3,9.591663046625438,0.0,0.0,0,9
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,184,46,46,46.0,0.0,46,3.0994415283203125e-05,4,9.591663046625438,0.0,0.0,0,16
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,230,46,46,46.0,0.0,46,5.0067901611328125e-06,5,9.591663046625438,0.0,0.0,0,25
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,276,46,46,46.0,0.0,46,3.0040740966796875e-05,6,9.591663046625438,0.0,0.0,0,36
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,322,46,46,46.0,0.0,46,5.0067901611328125e-06,7,9.591663046625438,0.0,0.0,0,49
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,368,46,46,46.0,0.0,46,3.0040740966796875e-05,8,9.591663046625438,0.0,0.0,0,64
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,414,46,46,46.0,0.0,46,5.0067901611328125e-06,9,9.591663046625438,0.0,0.0,0,81
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,460,46,46,46.0,0.0,46,2.9802322387695312e-05,10,9.591663046625438,0.0,0.0,0,100
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,506,46,46,46.0,0.0,46,5.0067901611328125e-06,11,9.591663046625438,0.0,0.0,0,121
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,552,46,46,46.0,0.0,46,3.0994415283203125e-05,12,9.591663046625438,0.0,0.0,0,144
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,598,46,46,46.0,0.0,46,5.0067901611328125e-06,13,9.591663046625438,0.0,0.0,0,169
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,644,46,46,46.0,0.0,46,3.0994415283203125e-05,14,9.591663046625438,0.0,0.0,0,196
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,690,46,46,46.0,0.0,46,5.0067901611328125e-06,15,9.591663046625438,0.0,0.0,0,225
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,736,46,46,46.0,0.0,46,3.0040740966796875e-05,16,9.591663046625438,0.0,0.0,0,256
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,782,46,46,46.0,0.0,46,5.0067901611328125e-06,17,9.591663046625438,0.0,0.0,0,289
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,828,46,46,46.0,0.0,46,3.0994415283203125e-05,18,9.591663046625438,0.0,0.0,0,324
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,874,46,46,46.0,0.0,46,5.0067901611328125e-06,19,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,920,46,46,46.0,0.0,46,1704504346.457,0,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,46,46,46,46.0,0.0,46,4.0531158447265625e-06,1,9.591663046625438,0.0,0.0,0,1
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,92,46,46,46.0,0.0,46,3.0994415283203125e-05,2,9.591663046625438,0.0,0.0,0,4
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,138,46,46,46.0,0.0,46,5.0067901611328125e-06,3,9.591663046625438,0.0,0.0,0,9
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,184,46,46,46.0,0.0,46,3.1948089599609375e-05,4,9.591663046625438,0.0,0.0,0,16
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,230,46,46,46.0,0.0,46,4.0531158447265625e-06,5,9.591663046625438,0.0,0.0,0,25
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,276,46,46,46.0,0.0,46,3.0040740966796875e-05,6,9.591663046625438,0.0,0.0,0,36
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,322,46,46,46.0,0.0,46,4.76837158203125e-06,7,9.591663046625438,0.0,0.0,0,49
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,368,46,46,46.0,0.0,46,3.0040740966796875e-05,8,9.591663046625438,0.0,0.0,0,64
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,414,46,46,46.0,0.0,46,5.0067901611328125e-06,9,9.591663046625438,0.0,0.0,0,81
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,460,46,46,46.0,0.0,46,3.0040740966796875e-05,10,9.591663046625438,0.0,0.0,0,100
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,506,46,46,46.0,0.0,46,5.0067901611328125e-06,11,9.591663046625438,0.0,0.0,0,121
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,552,46,46,46.0,0.0,46,3.0040740966796875e-05,12,9.591663046625438,0.0,0.0,0,144
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,598,46,46,46.0,0.0,46,5.0067901611328125e-06,13,9.591663046625438,0.0,0.0,0,169
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,644,46,46,46.0,0.0,46,3.1948089599609375e-05,14,9.591663046625438,0.0,0.0,0,196
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,690,46,46,46.0,0.0,46,6.9141387939453125e-06,15,9.591663046625438,0.0,0.0,0,225
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,736,46,46,46.0,0.0,46,8.0108642578125e-05,16,9.591663046625438,0.0,0.0,0,256
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,782,46,46,46.0,0.0,46,9.059906005859375e-06,17,9.591663046625438,0.0,0.0,0,289
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,828,46,46,46.0,0.0,46,3.695487976074219e-05,18,9.591663046625438,0.0,0.0,0,324
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,874,46,46,46.0,0.0,46,6.9141387939453125e-06,19,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,920,46,46,46.0,0.0,46,1704504346.457421,0,9.591663046625438,0.0,0.0,0,361
0.0,46,17,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,46,46,46,46.0,0.0,46,7.867813110351562e-06,1,9.591663046625438,0.0,0.0,0,1
